Location Name,Host Name,Address,Phone Number,Web Site,Review Count
Rendezvous Brewing,,"112 First Street S #88, Hackensack, MN",(218) 675-4200,Www.rendezvousbrewing.com,
Rendezvous Junction Brewing Company,,"2225 S Bellview Rd, Suite 101, Rogers, AR",(479) 381-7501,www.rendezvousjunction.com,
Rendezvouz Junction Brewing - Side Tracked,,"2225 S Bellview Road, Rogers, AR",,www.rendezvousjunction.com,
Renegade Brewing Company,,"925 W 9th Ave, Denver, CO",(303) 534-5407,renegadebrewing.com,
Rentsch Brewery,,"2500 NE Inner Loop Unit 3105, Georgetown, TX",(512) 688-5046,www.rentschbrewery.com,
Replay Brewing,,"1317 Broadcloth St, Fort Mill, SC",(704) 559-9805,www.replaybrewing.com,
Republic Brewing Co,,"26 NORTH CLARK AVENUE, Republic, WA",(509) 775-2700,,
Rescue Brewing Co,,"167 N 2nd Ave, Upland, CA",(626) 664-5537,www.rescuebrewingco.com,
Reserve Artisan Ales,,"185 S Kellogg, Galesburg, IL",(309) 541-1010,www.reserveartisanales.com,
Resident Brewing Co.,,"1065 Fourth Avenue, San Diego, CA",(619) 717-6622,www.residentbrewing.com,
Resident Culture,,"2101 Central Ave, Charlotte, NC",(704) 333-1862,www.residentculturebrewing.com,
Resident Culture South End,,"332 W Bland St, Charlotte, NC",(704) 333-1862,,
Resolute Brewing Co,,"18148 West 92nd Lane, Arvada, CO",(303) 284-9756,,
Resolute Brewing Company,,"7286 S Yosemite St Ste 110, Centennial, CO",(720) 722-1238,www.resolutebrewingco.com,
Resonate Brewery + Pizzeria,,"5606 119th Ave SE, Bellevue, WA",(425) 644-3164,www.resonatebrewery.com,
Resource Brewing Company,,"3107 Eubank Blvd NE, Albuquerque, NM",(505) 312-8107,,
Resting Pulse Brewing Company,,"714 1st Ave, Opelika, AL",(334) 203-1364,www.restingpulsebrewing.com,
Restless Moons Brewing,,"120 W Wolfe St, Harrisonburg, VA",(540) 217-2726,www.restlessmoons.com,
Restoration Brew Worx,,"25 N Sandusky St, Delaware, OH",(740) 990-7120,www.restorationbrewworx.com,
Resurgence Brewing Company,,"55 Chicago St, Buffalo, NY",(716) 768-6018,,
Retriever Brewing Company,,"2844 Township Line Rd, Orefield, PA",,www.retrieverbrewco.com,
Return Brewing,,"726 Columbia St, Hudson, NY",,www.returnbrewing.com,
Reuben's Brews,,"5010 14th Ave NW, Seattle, WA",(206) 784-2859,www.reubensbrews.com,
Reuben's Brews - Production Brewery,,"800 NW 46th St., Seattle, WA",(206) 784-2859,,
Reuben's Brews - Small Batch Brewery,,"1406 NW 53RD ST, Seattle, WA",(206) 784-2859,,
Reuben's Brews - The Barrel House,,"1133 NW 51st St, Seattle, WA",,,
Reuben's Brews - The Taproom,,"5010 14th Ave NW, Seattle, WA",(206) 784-2859,www.reubensbrews.com,
Reve Brewing,,"1237 Mayport Rd, Atlantic Beach, FL",,www.revebrewing.com,
Revel Brewing,,"201 Main Avenue South Park, Park Rapids, MN",(218) 366-2229,www.revelingbrew.com,
Revelation Ale Works,,"146 S Atlantic Ave, Hallock, MN",(218) 510-0001,www.revales.com,
Revelation Craft Brewing Co,,"19841 Central Ave, Rehoboth Beach, DE",(302) 212-5674,www.revbeer.com,
Revelry Brewing Co.,,"10 Conroy St, Charleston, SC",(843) 203-6194,www.revelrybrewingco.com,
Revere Brewery,,"1313 E Broad St, Tamaqua, PA",(570) 582-0103,www.reverebrewery.com,
Reverence Brewing,,"1604 East 17th Ave, Denver, CO",,www.reverencebrewingcompany.com,
Reverie Brewing Company,,"57B Church Hill Road, Newtown, CT",(203) 872-2124,reveriebrewing.com,
Revision Brewing Company,,"380 S Rock Blvd, Sparks, NV",(775) 331-2739,www.revisionbrewing.com,
Revival Foodworks and Brewery,,"50 Sims St, Cranston, RI",(401) 372-7009,www.revivalbrewing.com,
Revolution Brewing,,"3340 N Kedzie Ave, Chicago, IL",(773) 588-2267,www.revbrew.com,
Revolution Brewing - Brewpub,,"2323 N Milwaukee Ave, Chicago, IL",(773) 227-2739,www.revbrew.com,
Rhetoric Brewing Co.,,"25420 Claibourne Road, Richwood, OH",614-400-7588,rhetoricbrewingco.com,
Rhinegeist Brewery,,"1910 Elm St, Cincinnati, OH",(513) 381-1356,www.rhinegeist.com,
Rhinegeist Innovation Brewery,,"3209 Spring Grove Ave, Cincinnati, OH",,,
Rhombus Guys Brewing Co,,"116 S 3rd St, Grand Forks, ND",(701) 757-0598,www.rhombusguysbrewing.com,
Rhythm Brewing Co,,"32 Barnett St, New Haven, CT",(203) 809-2431,www.rhythmbrewingco.com,
Rice and Barley Taphouse,,"101 E Maumee St, Adrian, MI",(517) 902-6608,,
Richbrau Brewing,,"5 S 20th Street, Richmond, VA",(804) 290-3837,www.richbraubrewing.com,
Richmond Farm & Brewery,,"1290 Five Points Richmond Road, Bangor, PA",(610) 360-8303,www.richmondfarmbrewery.com,
Richter Aleworks,,"8279 W Lake Pleasant Pkwy Ste 110, Peoria, AZ",(602) 908-6553,www.richteraleworks.com,
Rickety Cricket Brewing,,"312 E Beale St, Kingman, AZ",(928) 263-8444,www.ricketycricketbrewing.com,
Ridge Runner Farms and Brewing Co.,,"6895 Back Rd, Maurertown, VA",(540) 333-7042,,
Ridgefield Craft Brewing Co.,,"120 N 3rd Ave, Ridgefield, WA",(360) 901-7369,www.ridgefieldcraftbrewing.com,
Ridgewalker Brewing,,"1921 21st Ave, Forest Grove, OR",(503) 867-1634,,
Riepstines Pub,,"913 Arch St, Williamsport, PA",(570) 329-2739,www.riepstinespub.com,
Riff Raff Brewing,,"274 Pagosa St, Pagosa Springs, CO",(970) 264-4677,www.riffraffbrewing.com,
Riff Raff On the Rio,,"356 E Pagosa St, Pagosa Springs, CO",(970) 264-6274,www.riffraffrio.com,
Riggs Beer Company,,"1901 S High Cross Rd, Urbana, IL",(217) 718-5345,www.riggsbeer.com,
Right Around The Corner,,"2244 Central Ave, Saint Petersburg, FL",(727) 331-9395,,
Right Bauer Brewing,,"239 E Main St, Sun Prairie, WI",(608) 318-5002,www.rightbauerbrewing.com,
Right Brain Brewery,,"225 E Sixteenth St Ste A, Traverse City, MI",(231) 944-1239,www.rightbrainbrewery.com,
Right Mind Brewing,,"1410 S Main St, Blacksburg, VA",(540) 552-7000,www.rightmindbrewing.com,
Right Proper Brewing Company,,"624 T St NW, Washington, DC",(202) 607-2337,www.rightproperbrewery.com,
Right Proper Brewing Company,,"920 Girard St NE, Washington, DC",(202) 607-2337,www.rightproperbrewing.com,
Rightside Brewing,,"1678 Barfield Run NW, Atlanta, GA",(770) 356-7074,www.rightsidebrewing.com,
Riip Beer Company,,"17214 PACIFIC COAST HWY, Huntington Beach, CA",(714) 248-6710,www.riipbeer.com,
Riley's Brew Pub,,"2674 Owens Mountain Pkwy, Clovis, CA",(559) 862-2925,rileysbrew.pub,
Riley's Brewing Co,,"28777 Avenue 15 1/2, Madera, CA",(559) 673-8021,www.rileysbrewing.us,
Rincon Brewery,,"205 Santa Barbara St Ste 1B, Santa Barbara, CA",(805) 896-1148,www.rinconbrewery.com,
Rincon Brewery - Ventura,,"4100 Telegraph Rd, Ventura, CA",(805) 676-0020,www.rinconbrewery.com,
Rincon Reservation Road Brewery,,"777 Harrah's Rincon Way, Valley Center, CA",(760) 751-3100,www.3rbrewery.com,
Rio Bravo Brewing Company,,"1912 2nd St, Albuquerque, NM",(505) 900-3909,www.riobravobrewing.com,
"Rio Lobo, LLC.",,"E6485 County Road F, Weyauwega, WI",(920) 505-0302,www.riolobollc.com,
Rip Current Brewing,,"1325 Grand Ave Ste 100, San Marcos, CA",(760) 481-3141,www.ripcurrentbrewing.com,
Rip Current Brewing North Park,,"4101 30th St, San Diego, CA",(760) 481-3141,www.ripcurrentbrewing.com,
Rip Rap Brewing Company,,"116 E 25th St, Norfolk, VA",(757) 632-0159,www.riprapbrewing.com,
Rip Van Winkle Brewing Co.,,"4545 Route 32, Catskill, NY",(518) 678-9275,www.ripvanwinklebrewingco.com,
Rippon Brewing Company,,"2153 Berryville Pike, Rippon, WV",(304) 839-2263,www.ripponbrewing.com,
Riptide Brewing Company,,"987 3rd Ave N, Naples, FL",(239) 228-6533,www.riptidebrewingcompany.com,
Riptide Brewing Company Bonita Springs Brewhouse,,"28120 Hunters Ridge Blvd, Bonita Springs, FL",(230) 949-9944,,
Riseform Brewery,,"4 E Main St, Marcellus, NY",(315) 743-1261,www.riseformbrewing.com,
Riseform Brewing Co.,,"4 E. Main Street, Marcellus, NY",(315) 730-3273,www.riseformbrewing.com,
Rising Silo Brewery,,"2351 Glade Rd, Blacksburg, VA",(540) 750-0796,www.risingsilobrewery.com,
Rising Storm Brewing Company,,"5750 S Lima Rd Unit 1, Avon, NY",(585) 572-3009,www.risingstormbrewing.com,
Rising Tide Brewing Company,,"103 Fox St, Portland, ME",(207) 370-2337,www.risingtidebrewing.com,
Ritual Brewing Co,,"1315 Research Dr, Redlands, CA",(909) 478-7800,www.ritualbrewing.com,
River Bend Brewing,,"113 River Bend Rd, Hailey, ID",(208) 788-8087,,
River Bluff Brewing,,"1224 Frederick Ave, Saint Joseph, MO",(816) 259-5339,,
River Bluff Brewing At River Market,,"201 Main St, Kansas City, MO",,,
River Bottoms Brewing Company,,"12 W Benton St, Carrollton, MO",(660) 322-6110,www.riverbottomsbrewing.com,
River City Brewing,,"121 S Cedar St, Spokane, WA",(904) 398-2299,www.rivercitybrew.com,
River City Brewing Co,,"150 N. Mosley, Wichita, KS",(316) 263-2739,www.rivercitybrewingco.com,
River City Brewing Company,,"6241 Fair Oaks Blvd, Carmichael, CA",(916) 550-5093,www.rivercitybrewing.net,
"River Company Restaurant & Brewery Inc, The",,"6633 Viscoe Rd, Radford, VA",(540) 633-3940,www.therivercompanybrewery.com,
River Dog Brewing Co,,"591 Browns Cove Rd Unit H, Ridgeland, SC",(843) 645-2302,www.riverdogbrewing.com,
River Hawk Brewing,,"24735 W Eames St, Channahon, IL",(815) 255-2202,www.riverhawkbrewing.com,
River Hops Brewing,,"1014 Central Ave, Fort Dodge, IA",(515) 302-8800,,
River Horse Brewing Company,,"2 Graphics Dr, Ewing, NJ",(609) 883-0890,www.riverhorse.com,
River Mile 38 Brewing Co,,"285 3rd St, Cathlamet, WA",(360) 355-4662,www.rivermile38.com,
River North Brewery,,"6021 Washington St Unit A, Denver, CO",(785) 865-6057,www.rivernorthbrewery.com,
River North Brewery - RiNo,,"3400 Blake St, Denver, CO",(785) 865-6057,www.rivernorthbrewery.com,
River Outpost Brewing,,"5 John Walsh Blvd, Peekskill, NY",,www.riveroutpostbrewing.com,
River Rat Brewery,,"1231 Shop Rd, Columbia, SC",(803) 724-5712,www.riverratbrewery.com,
River Ridge Brewing,,"303 S Riverview, Bellevue, IA",(563) 231-0299,www.riverridgebrewing.com,
River Rock Brewery,,"608 N. Lincoln Way, Galt, CA",(209) 331-6071,riverrockbrewery.com,
River Roost Brewery,,"230 S Main St, White River Junction, VT",,www.riverroostbrewery.com,
River Rouge Brewing Company,,"14401 W. Eleven Mile Road, Oak Park, MI",(248) 802-0555,www.riverrougebrew.com,
River Saint Joe,,"15475 Walton Rd, Buchanan, MI",(630) 772-2199,www.riversaintjoe.com,
River Styx Brewing,,"166 Boulder Dr Ste 112, Fitchburg, MA",(978) 696-5176,www.riverstyxbrewing.com,
Rock Coast Brewery,,"414 E 6th St, Loveland, CO",,www.rockcoastbrewery.com,
River Time Brewing,,"660 Emens Ave N, Darrington, WA",(267) 483-7411,www.rivertimebrewing.com,
River Trail Brewing,,"40 E Front St, Marietta, PA",(717) 604-1161,www.pigironbrewingco.com,
River's Edge Brewing Co,,"125 S Main St, Milford, MI",(248) 685-1625,www.riversedgebrew.com,
RiverBend Brewing Company,,"2600 NE Division St. Suite 101, Bend, OR",(541) 550-7550,www.riverbendbrewing.com,
"Riverbank Brewing, LLC.",,"13 West Main Street, Council Grove, KS",,www.riverbankbrewing.com,
Riverlands Brewing Company,,"1860 Dean St. Unit A, Saint Charles, IL",630-549-6293,www.riverlandsbrewing.com,
Riverport Brewing Co.,,"150 9th St Ste B, Clarkston, WA",(509) 758-8889,www.riverportbrewing.com,
Rivers End Brewing,,"2135 South Vasco Road, Livermore, CA",(925) 456-4226,,
Riverside Brewery & Restaurant,,"255 S Main St, West Bend, WI",(262) 334-2739,,
Riverside Brewing Company,,"1 Fountain St, Cambridge Springs, PA",(814) 273-6942,www.riversidebrewery.com,
Riverside Rhapsody Beer Company,,"995 Riverside Drive, Woodfin, NC",,,
Riverwalk Brewing Co.,,"40 Parker St, Newburyport, MA",(978) 499-2337,www.riverwalkbrewing.com,
Riverwatch Brewery,,"1150 5th St Bldg 61, Augusta, GA",(706) 421-7177,www.riverwatchbrewery.com,
RoHa Brewing Project,,"30 E Kensington Ave Ste 150, Salt Lake City, UT",(385) 227-8982,www.rohabrewing.com,
Roadhouse Brewing Co.,,"1225 Gregory Ln, Jackson, WY",(307) 264-1900,www.roadhousebrewery.com,
Roadhouse Pub and Eatery,,"20 E Broadway Ave, Jackson Hole, WY",(307) 739-0700,www.roadhousebrewery.com,
Roadmap Brewing Co,,"723 N Alamo St, San Antonio, TX",,www.roadmapbrewing.com,
Roaring 20s Brewery & Taphouse,,"565 US 20, New Lebanon, NY",(518) 880-9900,www.roaring20sbrewery.com,
Roaring Fork Beer Company,,"1941 Dolores Way, Carbondale, CO",(970) 510-5934,www.roaringforkbeerco.com,
Roaring Table Brewing,,"739 IL 22, Lake Zurich, IL",(224) 662-4562,www.roaringtable.com,
Robin Hood Brewing Co,,"1796 Zion Rd, Bellefonte, PA",(814) 357-8399,www.robinhoodbrewingco.com,
Roc Brewing Co,,"56 S Union St, Rochester, NY",(585) 794-9798,www.rocbrewingco.com,
Roc Hopper Brewing Company,,"2946 O Rd, Syracuse, NE",(402) 304-6347,www.rochopper.com,
Rochester Brewing and Roasting Company,,"2129 Washington St, Kansas City, MO",,www.rochesterkc.com,
Rochester Mills Beer Co,,"400 Water St Ste 101, Rochester, MI",(248) 650-5080,www.beercos.com,
Rochester Mills Production Brewery,,"3275 Lapeer W Rd, Auburn Hills, MI",(248) 377-3130,www.beercos.com,
Rock Art Brewery,,"632 Laporte Rd, Morrisville, VT",(802) 888-9400,www.rockartbrewery.com,
Rock Bottom Brewery,,"1864 Victory Cir Bldg K, Daytona Beach, FL",(386) 516-8322,,
Rock Bottom Brewery - Bethesda,,"7900 Norfolk Ave, Bethesda, MD",(301) 652-1311,www.rockbottom.com,
Rock Bottom Brewery - Centerra Promenade,,"6025 Sky Pond Dr, Loveland, CO",(970) 622-2077,www.rockbottom.com,
Rock Bottom Brewery - Chicago,,"1 W Grand Ave, Chicago, IL",(312) 755-9339,www.rockbottom.com,
Rock Bottom Brewery - Colorado Springs,,"3316 Cinema Point Dr, Colorado Springs, CO",(719) 550-3586,www.rockbottom.com,
Rock Bottom Brewery - Denver,,"1001 16th St Ste 100, Denver, CO",(303) 534-7616,www.rockbottom.com,
Rock Bottom Brewery - Englewood,,"9627 E County Line Rd, Centennial, CO",(303) 792-9090,www.rockbottom.com,
Rock Bottom Brewery - Highlands Ranch,,"1505 Park Central Dr, Highlands Ranch, CO",,,
Rock Bottom Brewery - Milwaukee,,"740 N Plankinton Ave, Milwaukee, WI",(414) 276-3030,www.rockbottom.com,
Rock Bottom Brewery - Minneapolis,,"800 Lasalle Plaza, Minneapolis, MN",(612) 332-2739,www.rockbottom.com,
Rock Bottom Brewery - Orland Park,,"16156 S La Grange Rd, Orland Park, IL",(708) 226-0021,www.rockbottom.com,
Rock Bottom Brewery - Pittsburgh,,"171 E Bridge St, Homestead, PA",(412) 462-2739,www.rockbottom.com,
Rock Bottom Brewery - San Jose,,"1875 S. Bascom Ste 700, Campbell, CA",(408) 377-0707,www.rockbottom.com,
Rock Bottom Brewery - Warrenville,,"28256 Diehl Rd, Warrenville, IL",(630) 836-1380,www.rockbottom.com,
Rock Bottom Brewery - Yorktown,,"94 Yorktown Ctr, Lombard, IL",(630) 424-1550,www.rockbottom.com,
Rock Bottom Brewery -Short Pump,,"11800 W Broad St Ste 2098, Richmond, VA",(804) 237-1684,,
Rock County Brewing Company,,"10 N Parker Dr, Janesville, WI",(608) 531-8120,www.rockcounty.beer,
Rock Cut Brewing Company,,"390 W Riverside Dr, Estes Park, CO",(970) 586-7300,,
Rock God Brewing Company,,"459 Rooney Ave, Danville, PA",(570) 284-4096,rockgodbeer.com,
Rock Harbor Brewing Co.,,"5 Payne Ave, Rockland, ME",(207) 701-7811,www.rockharborbrewing.com,
Rock Harbor Pub & Brewery,,"416 Main St, Rockland, ME",(207) 593-7488,,
Rock Hill Brewing Company,,"121 Caldwell Street, Ste 101, Rock Hill, SC",(803) 366-7266,,
Rock House Brewing,,"119 Luigart Ct, Lexington, KY",(859) 368-7064,www.rockhousebrewing.com,
"Rock N Roll Brewery, LLC",,"10286 County Road 15, Longmont, CO",(720) 378-3000,www.rocknroll.beer,
Rock River Brewing Co,,"113 S. Story St, Rock Rapids, IA",,www.rockriverbrewingcompany.com,
Rock'n Dough Pizza and Brewery,,"16 Jackson Walk Plaza, Jackson, TN",(731) 300-0404,www.rockndoughpizza.com,
Rock'n Dough Pizza and Brewery,,"7850 Poplar Ave Ste 6, Germantown, TN",(901) 779-2008,,
RockPit Brewing,,"10 West Illiana St, Orlando, FL",(407) 690-6612,www.rockpitbrewing.com,
RockSolid Brewing Co,,"345 Gilmer Ferry Rd, Ball Ground, GA",(678) 392-5815,www.rocksolidbrewingco.com,
Rockaway Brewing Company,,"4601 5th St, Long Island City, NY",(718) 482-6528,www.rockawaybrewco.com,
Rockbridge Vineyard & Brewery,,"35 Hill View Ln, Raphine, VA",(540) 377-5547,,
Rockcreek Brewing,,"5880 Beverly Ave, Shawnee Mission, KS",(816) 550-5929,www.rockcreekbrewingcompany.com,
Rocket Frog Brewing Company,,"22560 Glenn Dr, Sterling, VA",(703) 244-5711,www.rocketfrogbeer.com,
Rocket Republic Brewing Company,,"289 Production Ave, Madison, AL",(256) 325-4677,www.rocketrepublicbrewing.com,
Rockfish Brewing Company,,"900 Preston Ave, Charlottesville, VA",(434) 566-9783,www.rockfishbrewcompany.com,
Rockford Brewing Company,,"12 E Bridge St, Rockford, MI",(616) 951-4677,www.RockfordBrewing.com,
Rockingham Brewing Company,,"1 Corporate Park Dr Unit 1, Derry, NH",(603) 216-2324,www.rockinghambrewing.com,
Rockmill Brewing Co,,"5705 Lithopolis Rd NW, Lancaster, OH",(614) 634-3912,www.rockmillbrewery.com,
Rockport Brewing Company,,"9 Ridgewood Terrace, Rockport, MA",,rockportbrewingcompany.com,
Rockslide Brewing Co,,"401 Main St, Grand Junction, CO",(970) 241-9311,www.rockslidebrewpub.com,
Rockwell Beer Company,,"1320 S Vandeventer Ave, Saint Louis, MO",(314) 409-4119,www.rockwellbeer.com,
Rockwell Brewery,,"880 N East St Unit 201, Frederick, MD",(301)732-4880,www.rockwellbrewery.com,
Rocky Coulee Brewing,,"205 E 1st Ave, Odessa, WA",(509) 279-9870,www.rockycouleebrewingco.com,
Rocky Mountain Brewery,,"625 Paonia St, Colorado Springs, CO",(719) 528-1651,www.rockymountainbrews.com,
Rocky Reef Brewing Company,,"1101 1st Ave, Woodruff, WI",(262) 339-1230,www.rockyreefbrewing.com,
Rocky River Brewing Co,,"21290 Center Ridge Rd, Rocky River, OH",(440) 895-2739,www.rockyriverbrewco.com,
Rockyard Brewing Company,,"880 Castleton Rd, Castle Rock, CO",(303) 814-9273,www.rockyard.com,
Roe Jan Brewing Company,,"32 Anthony St, Hillsdale, NY",(914) 488-7273,,
Roets Jordan Brewery Co.,,"230 Broadway St S, Jordan, MN",(612) 817-3265,www.drinkroetsbeer.com,
Rogue Ales Brewery,,"2320 SE Osu Dr, Newport, OR",(503) 241-3800,rogue.com,
Rogue East Side Pub & Pilot Brewery,,"928 SE 9th Ave, Portland, OR",(503) 241-3800,www.buckmanbrewing.com,
Rohrbach Brewing Company,,"3859 Buffalo Rd, Rochester, NY",(585) 329-5680,www.rohrbachs.com,
Rohrbach's Railroad St Brewery,,"97 Railroad St, Rochester, NY",(585) 546-8020,www.rohrbachs.com,
"Rok House Brewing Co., LLC",,"1939 W 11th St Ste A, Upland, CA",(909) 981-0020,www.rokhousebrewing.com,
Rollertown Beerworks,,"412 N Oklahoma St #106, Celina, TX",,www.rollertownbeerworks.com,
Rolling Hills Casino,,"2655 Everett Freeman Way, Corning, CA",(530) 528-3505,,
Rolling Mill Brewing Company,,"916 1st Ave, Middletown, OH",(513) 217-4444,www.rollingmillbc.com,
Rolling Oak Brewing Co,,"509 Norway St, Grayling, MI",(989) 745-6280,rollingoakbrewing.com,
Roma Brewery,,"310 Stillwater Rd, Willernie, MN",(651) 653-4733,www.roman-market.com,
Ronan Cooperative Brewery,,"23 4th Ave, Ronan, MT",(406) 676-4677,www.ronancoopbrewery.com,
Ronin Fermentation Project,,"601 Graeagle Johnsville Road, Graeagle, CA",,www.roninfermentationproject.com,
Rooftop Brewing Co,,"1220 W Nickerson St, Seattle, WA",(206) 457-8598,www.rooftopbrewco.com,
Roosevelt Brewing Company,,"201 S Main Ave, Portales, NM",(575) 226-2739,www.rooseveltbrewing.com,
Rooster Fish Brewing Co.,,"301 N Franklin St, Watkins Glen, NY",(607) 535-9797,www.roosterfishbrewing.com,
Roosters B Street Brewery,,"2325 B Avenue, Ogden, UT",(801) 627-6171,,
Roosters Brewing Co (#1),,"253 Historic 25th St, Ogden, UT",(801) 627-6171,,
Roosters Brewing Co (#2),,"748 Heritage Park Blvd Ste 101, Layton, UT",(801) 774-9330,www.roostersbrewingco.com,
Root Down Brewing Company,,"1 N Main St, Phoenixville, PA",(484) 302-5407,www.rootdownbrewing.com,
Roots Brewing Company,,"175 Main St, Oneonta, NY",(607) 433-2925,www.rootsbrewingcompany.com,
Roscoe Brewing Company,,"145 Rockland Rd, Roscoe, NY",(607) 290-5002,www.roscoebeercompany.com,
Rose Garage Brewing & Taps,,"613 S Whitman Ave, Rosalia, WA",(509) 523-2162,www.rosegaragebrewing.square.site,
Roses' Taproom,,"4930 Telegraph Ave, Oakland, CA",(510) 858-3969,www.rosestaproom.com,
Roslyn Brewing Co,,"208 W Pennsylvania Ave, Roslyn, WA",(509) 649-2232,www.roslynbrewing.com,
Rotunda Brewing,,"245 W Main St, Annville, PA",(717) 867-2337,www.rotundabrewing.com/,
Rough Cut Brewing Company,,"5945 Route 44, Kerhonkson, NY",(845) 626-9838,www.roughcutbrewing.com,
Rough Diamond Brewery,,"101 Kendalia Cir, Spring Branch, TX",(830) 885-6616,www.roughdiamondbrewery.com,
Rough Draft Brewing,,"8830 Rehco Rd Ste D, San Diego, CA",(858) 453-7238,www.roughdraftbrew.com,
Rough Edges Brewing,,"91 West Main Street, Waynesboro, PA",(717) 552-8024,www.roughedgesbrewing.com,
Roughhouse Brewing,,"680 Oakwood Loop, San Marcos, TX 78666, San Marcos, TX",(512) 667-7000,www.roughhousebrewing.com,
Roughtail Brewing,,"1279 N Air Depot Blvd, Oklahoma City, OK",(405) 771-6517,www.roughtailbeer.com,
Rouleur Brewing Company,,"5840 El Camino Real Ste 101, Carlsbad, CA",(442) 244-5111,www.rouleurbrewing.com,
Round Barn Brewery & Public House,,"9151 First St, Baroda, MI",(269) 326-7059,www.roundbarnbrewery.com,
Round Barn Brewery and Public House,,"9151 First St., Baroda, MI",(269) 326-7059,https://roundbarn.com/,
Round Guys Brewing Co,,"324 W Main St, Lansdale, PA",(610) 715-1512,www.roundguysbrewery.com,
Round Man Brewing Co.,,"234 Walnut Street, Spooner, WI",(715) 939-1800,roundmanbrewing.com,
Round Top Brewing,,"101 W. Austin St, Round Top, TX",(979) 249-3904,www.roundtopbrewing.com,
Round Trip Brewing Company,,"1279 Seaboard Industrial Blvd NW, Atlanta, GA",(720) 412-7527,www.roundtripbrewing.com,
Roundabout Brewery,,"4901 Butler St, Pittsburgh, PA",(412) 621-0540,roundaboutbeer.com,
Roundhouse Brew Pub,,"1515 E 69th St, Sioux Falls, SD",(605) 271-2050,www.roundhousebrewpubsf.com,
Roundhouse Brewery,,"23836 Smiley Rd, Nisswa, MN",(218) 963-2739,www.roundhousebrew.com,
Roundhouse Depot Brewing Co. Llc,,"217 W Chillicothe Ave, Bellefontaine, OH",(540) 323-1295,roundhousedepotbrewing.com,
Route 30 Brewing Company,,"9860 Indiana Ave Ste 19, Riverside, CA",951-776-7083,www.route30brewing.com,
Route 40 Brewing & Distilling Company,,"11 W Main St, Frostburg, MD",(240) 558 – 9463,https://route40brewing.com/,
Route 51 Brewing Company,,"18967 N US Hwy 51, Elkville, IL",(618) 568-2739,,
Route 66 Junkyard Brewery,,"1436 E. Hwy 66, Grants, NM",505-285-5000,www.facebook.com/Route66JunkyardBrewery/,
Rowdy's Brewing Company,,"10002 6th St Ste A, Rancho Cucamonga, CA",(909) 929-2722,rowdysbrewco.com,
Rowlands Calumet Brewery Co,,"25 N Madison St, Chilton, WI",(920) 849-2534,,
Rowlands Calumet Brewery Co (#2),,"57 School St, Chilton, WI",(920) 849-2534,,
Rowley Farmhouse Ales,,"1405 MacLovia St, Santa Fe, NM",(505) 428-0719,www.rowleyfarmhouse.com,
Roy Pitz Brewing Co,,"140 N 3rd St, Chambersburg, PA",(717) 496-8753,www.roypitz.com,
"Royal Bavaria Brewhouse, Restaurant and Biergarten",,"3401 S Sooner Rd, Moore, OK",(405) 799-7666,royal-bavaria.com,
Royal Bliss Brewing Co.,,"7532 Royal Bliss Ct., Denver, NC",(704) 951-8388,www.royalblissbrewing.com,
Royal Brewery,,"7366 Townsend Pl Ste B, New Orleans, LA",(504) 415-8444,www.royalbrewerynola.com,
S & S Farm Brewery,,"174 Middle Rd, Nassau, NY",(518) 336-0766,www.sandsbrewery.com,
Royal Docks Brewing Co - Foudre House + Kitchen,,"2668 Easton St NE, Canton, OH",(330) 353-9103,,
Royal Docks Brewing Co.- Brewhouse + Cannery,,"5646 Wales Ave NW, Massillon, OH",,,
Royal Docks Brewing Co.- Original Taproom + Kitchen,,"7162 Fulton Dr NW, Canton, OH",(330) 353-9103,www.docks.beer,
Royal Palm Brewing Company,,"543 N State Road 7 Ste 103, Royal Palm Beach, FL",(407) 960-0128,www.facebook.com/royalpalmbrewingcompany/,
Rt66 Old School Brewing,,"110 Bridge St, Wilmington, IL",(815) 476-2220,www.rt66oldschoolbrewing.com,
Rubber Soul Brewing Co.,,"136 S. Hanover Street, Hummelstown, PA",(717) 645-0727,www.rubbersoulbrewing.com,
Rubsam and Horrmann Brewing Company,,"73 Wave St, Staten Island, NY",(623) 640-5371,,
Ruby Beach Brewing Company,,"228 E Forsyth St, Jacksonville, FL",(904) 372-0721,www.rubybeachbrewing.com,
Ruby Valley Brew,,"111 S Main St, Sheridan, MT",(406) 842-5977,www.rubyvalleybrew.com,
Ruddy Duck Brewery and Grill,,"13200 Dowell Rd, Dowell, MD",(410) 394-3825,www.ruddyduckbrewery.com,
Ruhe Brewing,,"152 W Market St., Nappanee, IN",(260) 441-6116,www.ruhe152.com,
Ruhe@152,,"152 W Market St, Nappanee, IN",,www.ruhe152.com,
Ruhlman Brewery/Our Ales,,"2300 Harvey Gummel Rd, Hampstead, MD",(410) 259-4166,www.ourales.com,
Ruhstaller Beer,,"800 Business Park Drive, Suite G, Dixon, CA",(530) 601-8240,,
Ruhstaller Beer,,"726 K St, Sacramento, CA",(916) 919-5691,www.ruhstallerbeer.com,
Rule105 Brewing,,"4731 W 10th St Unit G, Greeley, CO",(970) 301-4575,www.rule105brewing.com,
Rumor Brewing Company,,"28 Arroyo Seco, Cedar Crest, NM",(505) 281-2828,www.rumorbrewing.com,
